car_id,model,year,engine_size,horsepower,fuel_type,transmission,drivetrain,mileage_km,fuel_consumption_l_per_100km,co2_emissions_g_km,price_usd,doors,seats,body_type,color,owner_count,accident_history,service_history,country_sold,ID
2346,3 Series,2024,2.2,187,petrol,manual,AWD,0,7.6,152.0,47511,4,5,sedan,grey,0.0,no,full,UK,4589
2358,X1,2023,2.3,252,hybrid,automatic,FWD,4273,5.0,129.0,53071,5,5,suv,grey,0.0,no,full,Netherlands,4044
7037,1 Series,2017,2.4,175,hybrid,automatic,RWD,123001,5.1,130.0,14790,5,4,hatchback,red,3.0,yes,full,Turkey,1883
6990,i3,2014,0.0,209,electric,automatic,RWD,160270,0.0,0.0,35780,5,4,hatchback,white,1.0,no,partial,Italy,1713
7131,X5,2009,3.5,313,diesel,automatic,AWD,242734,8.5,196.0,44459,5,5,suv,silver,2.0,yes,full,Italy,3958
6928,X3,2009,3.5,325,petrol,automatic,RWD,290872,10.3,219.0,28099,5,5,suv,white,5.0,no,partial,Germany,3399
2317,X5,2019,3.7,233,hybrid,automatic,AWD,65030,5.7,120.0,77884,5,5,suv,black,3.0,no,full,Italy,552
4605,i7,2020,0.0,409,electric,automatic,RWD,54761,0.0,0.0,153627,4,4,sedan,white,1.0,no,full,Spain,1439
7169,1 Series,2011,2.8,289,hybrid,automatic,RWD,110964,5.0,98.0,22440,3,4,hatchback,white,2.0,no,full,Netherlands,2270
9637,1 Series,2014,1.8,161,hybrid,manual,FWD,91647,4.2,84.0,17032,5,5,hatchback,grey,2.0,yes,full,Germany,3144
3079,1 Series,2023,1.6,171,hybrid,automatic,FWD,25090,,80.0,26897,3,5,hatchback,black,1.0,no,full,Netherlands,2821
7662,i4,2013,0.0,417,electric,automatic,RWD,187278,0.0,0.0,57166,4,5,coupe,grey,3.0,no,full,Turkey,4781
1545,X1,2024,1.7,180,hybrid,automatic,AWD,0,4.5,93.0,53251,5,5,suv,black,0.0,no,full,Netherlands,1925
9234,5 Series,2024,3.2,309,hybrid,automatic,RWD,1287,6.0,123.0,67738,4,5,sedan,white,0.0,no,full,France,634
6207,5 Series,2021,4.2,397,hybrid,automatic,AWD,31753,6.8,137.0,63004,4,5,sedan,white,1.0,no,partial,Italy,4805
4814,X3,2016,3.3,247,hybrid,automatic,AWD,139931,6.1,122.0,46413,5,5,suv,blue,1.0,yes,full,Germany,316
4809,Z4,2017,2.1,149,petrol,automatic,RWD,81533,9.0,186.0,51907,2,2,convertible,black,,no,full,UK,4217
758,Z4,2017,3.0,260,petrol,automatic,RWD,151117,,229.0,43539,2,2,convertible,white,2.0,yes,,USA,4699
1577,i3,2022,0.0,217,electric,automatic,RWD,41709,0.0,0.0,59126,5,4,hatchback,silver,0.0,no,full,Turkey,1328
501,Z4,2022,3.0,333,petrol,automatic,RWD,13803,8.9,215.0,80504,2,2,convertible,blue,1.0,no,full,Netherlands,427
8055,3 Series,2013,3.2,299,petrol,manual,RWD,195310,8.3,194.0,22017,4,5,sedan,silver,4.0,yes,partial,Germany,4374
2166,3 Series,2024,2.2,237,diesel,automatic,RWD,0,7.6,166.0,47476,4,5,sedan,silver,1.0,no,full,France,105
7279,3 Series,2014,3.5,312,hybrid,manual,RWD,102482,6.0,126.0,24465,4,5,sedan,black,2.0,yes,none,Italy,3041
6518,X5,2012,3.7,320,petrol,automatic,AWD,165959,10.8,234.0,61442,5,5,suv,blue,2.0,no,full,France,142
6815,X1,2021,1.9,152,hybrid,automatic,AWD,57828,4.3,91.0,45449,5,5,suv,white,1.0,no,full,Germany,2169
9371,7 Series,2022,3.1,267,diesel,automatic,AWD,31354,8.0,168.0,107757,4,5,sedan,white,1.0,no,full,UK,3458
7771,5 Series,2017,4.1,378,diesel,automatic,RWD,104743,9.4,219.0,45666,4,5,sedan,white,2.0,yes,partial,France,89
1845,X5,2022,3.3,329,petrol,automatic,AWD,18866,9.1,189.0,69197,5,5,suv,black,2.0,yes,partial,Germany,2918
9574,X3,2005,2.5,213,petrol,automatic,AWD,265445,8.6,198.0,15875,5,5,suv,grey,5.0,yes,none,Spain,3237
5629,X5,2015,3.0,284,hybrid,automatic,AWD,117485,5.7,116.0,59516,5,5,suv,black,1.0,no,partial,Germany,2241
9750,7 Series,2023,3.9,323,diesel,automatic,AWD,11193,8.9,197.0,102684,4,4,sedan,blue,0.0,no,partial,France,3174
5720,1 Series,2021,2.2,237,petrol,automatic,FWD,43802,7.7,178.0,25809,3,5,hatchback,silver,2.0,no,partial,Netherlands,3412
6501,3 Series,2020,3.4,303,hybrid,manual,RWD,45962,6.8,157.0,42866,4,5,sedan,white,1.0,no,partial,USA,2163
8815,X1,2021,1.7,153,diesel,automatic,FWD,26693,5.6,124.0,38014,5,5,suv,grey,1.0,yes,full,Italy,2636
4206,5 Series,2016,2.7,286,petrol,automatic,RWD,102506,9.5,229.0,36909,4,5,sedan,white,3.0,yes,partial,Italy,1949
6621,X5,2021,3.7,271,hybrid,automatic,AWD,61555,6.7,158.0,68088,5,5,suv,blue,1.0,yes,partial,UK,1768
4907,7 Series,2011,4.5,377,hybrid,automatic,RWD,189034,6.9,163.0,48927,4,4,sedan,red,5.0,yes,none,USA,4290
3539,i4,2019,0.0,440,electric,automatic,RWD,90250,0.0,0.0,65450,4,5,coupe,white,3.0,no,none,France,2272
4685,5 Series,2017,2.5,189,hybrid,automatic,RWD,147688,5.5,,37490,4,5,sedan,black,1.0,yes,partial,France,1
5858,i3,2021,0.0,172,electric,automatic,RWD,24345,,0.0,50465,5,4,hatchback,red,2.0,yes,full,Italy,3282
4513,5 Series,2020,2.9,268,diesel,automatic,AWD,32514,8.3,180.0,54548,4,5,sedan,black,1.0,no,full,Turkey,4957
2690,Z4,2012,2.7,247,petrol,automatic,RWD,93414,9.0,207.0,32211,2,2,convertible,grey,3.0,yes,partial,Turkey,1951
8729,1 Series,2024,2.5,203,hybrid,automatic,RWD,0,5.1,102.0,35103,5,5,hatchback,blue,0.0,no,full,France,935
8738,X3,2020,3.0,255,petrol,automatic,AWD,71244,9.7,216.0,56753,5,5,suv,silver,1.0,no,full,Turkey,4296
580,3 Series,2015,1.6,149,diesel,manual,RWD,97803,5.6,123.0,26139,4,5,sedan,,2.0,no,partial,Italy,2720
4417,X3,2011,2.6,248,petrol,automatic,RWD,206534,9.1,194.0,32988,5,5,suv,black,5.0,no,partial,UK,4447
6256,X5,2005,4.4,411,diesel,automatic,AWD,161049,10.3,219.0,40069,5,5,suv,grey,4.0,yes,full,France,1109
2297,X7,2022,4.3,337,hybrid,automatic,AWD,33036,7.4,171.0,128067,5,5,suv,white,0.0,no,full,Germany,3960
6651,3 Series,2022,2.7,193,hybrid,automatic,AWD,55381,5.5,120.0,35432,4,5,sedan,white,0.0,no,partial,Turkey,591
8219,3 Series,2005,3.5,278,hybrid,automatic,AWD,300000,6.0,141.0,8566,4,5,sedan,blue,2.0,no,partial,UK,1695
3284,X7,2013,3.7,272,petrol,automatic,AWD,168976,10.1,229.0,74150,5,5,suv,silver,2.0,yes,full,Turkey,3450
7383,5 Series,2013,3.7,313,petrol,automatic,RWD,86828,10.6,239.0,47513,4,5,sedan,blue,3.0,no,full,Spain,2936
4790,1 Series,2013,2.2,263,petrol,automatic,RWD,22409,8.2,177.0,24769,3,5,hatchback,silver,,no,full,USA,4204
4296,7 Series,2019,5.0,421,hybrid,automatic,RWD,35771,7.6,176.0,107846,4,5,sedan,blue,2.0,no,full,Germany,3411
5501,X5,2012,4.1,368,diesel,automatic,AWD,255701,8.9,195.0,48194,5,5,suv,white,3.0,no,none,Netherlands,1576
1678,3 Series,2019,3.2,299,diesel,automatic,RWD,69531,8.4,195.0,33067,4,5,sedan,,1.0,yes,none,UK,3954
9784,5 Series,2016,2.6,251,diesel,automatic,AWD,119123,7.4,161.0,43716,4,5,sedan,black,2.0,yes,,Spain,213
8715,5 Series,2024,2.6,254,petrol,automatic,AWD,3869,8.8,210.0,65584,4,5,sedan,blue,0.0,no,full,Germany,778
9684,5 Series,2006,2.6,244,hybrid,automatic,RWD,299967,5.1,102.0,17088,4,5,sedan,grey,3.0,yes,full,Spain,1415
5458,X5,2014,4.2,403,diesel,automatic,AWD,91273,9.5,213.0,65600,5,5,suv,black,3.0,no,full,Italy,3759
7014,X5,2018,3.7,303,diesel,automatic,AWD,76375,8.6,190.0,74362,5,5,suv,black,1.0,no,full,USA,2043
3985,i7,2022,0.0,461,electric,automatic,RWD,78343,0.0,0.0,182891,4,4,sedan,white,0.0,no,,Netherlands,2848
692,X1,2021,2.4,228,diesel,automatic,FWD,36059,7.2,157.0,43035,5,5,suv,white,1.0,no,partial,Spain,4537
189,Z4,2017,2.2,248,petrol,automatic,RWD,97437,7.8,186.0,50563,2,2,convertible,white,2.0,no,full,Spain,3505
9106,X1,2018,2.3,239,petrol,automatic,AWD,149222,8.2,191.0,36957,5,5,suv,grey,4.0,no,full,Netherlands,3813
5072,3 Series,2023,1.8,160,petrol,automatic,RWD,18709,7.1,176.0,41486,4,5,sedan,grey,1.0,no,full,Germany,1567
107,X7,2013,3.8,346,petrol,automatic,AWD,171989,10.3,240.0,79435,5,5,suv,white,,yes,full,UK,165
6558,7 Series,2013,5.0,468,diesel,automatic,RWD,203031,10.5,231.0,60808,4,4,sedan,blue,5.0,no,none,USA,4714
673,3 Series,2015,2.1,268,hybrid,manual,AWD,140044,4.6,,30694,4,5,sedan,grey,3.0,no,full,Spain,4272
5970,X1,2010,2.0,282,petrol,automatic,AWD,254506,7.7,178.0,20775,5,5,suv,blue,5.0,yes,full,USA,4926
3616,1 Series,2016,2.1,241,petrol,automatic,RWD,32195,8.0,190.0,18660,3,5,hatchback,silver,2.0,yes,none,Netherlands,1343
5906,X3,2021,2.3,178,diesel,automatic,RWD,52180,6.6,139.0,55833,5,5,suv,white,1.0,no,full,USA,2013
8538,7 Series,2021,4.8,427,petrol,automatic,AWD,46257,11.7,251.0,118773,4,5,sedan,silver,1.0,no,full,UK,273
800,5 Series,2019,4.2,373,petrol,automatic,RWD,106274,11.6,279.0,59861,4,5,sedan,white,2.0,no,full,Netherlands,71
2648,X1,2011,1.6,213,hybrid,automatic,AWD,153416,4.2,91.0,24621,5,5,suv,silver,2.0,yes,full,France,3887
6455,3 Series,2021,2.6,277,hybrid,automatic,RWD,44194,5.2,127.0,42025,4,5,sedan,black,1.0,no,full,Turkey,1087
5404,X7,2006,3.8,313,hybrid,automatic,AWD,174440,6.5,136.0,45598,5,5,suv,grey,2.0,yes,none,Spain,394
3062,X5,2016,3.9,290,petrol,automatic,AWD,104954,10.4,232.0,56823,5,5,suv,black,1.0,yes,partial,UK,583
6839,3 Series,2017,2.2,206,diesel,automatic,RWD,194178,7.3,153.0,21927,4,5,sedan,blue,4.0,yes,none,France,1367
1800,5 Series,2018,4.4,417,diesel,automatic,RWD,132361,10.1,219.0,49790,4,5,sedan,black,4.0,no,full,Spain,4987
9224,7 Series,2018,4.9,374,diesel,automatic,RWD,107296,10.7,240.0,71330,4,4,sedan,silver,1.0,yes,partial,Turkey,4088
1028,X1,2022,1.9,196,diesel,automatic,AWD,26750,6.9,154.0,42041,5,5,suv,black,1.0,no,partial,Spain,2548
1200,X1,2011,1.8,161,hybrid,automatic,FWD,180942,4.4,94.0,18663,5,5,suv,white,5.0,no,partial,Turkey,1013
6449,X3,2022,2.1,223,petrol,automatic,AWD,25889,8.5,195.0,66261,5,5,suv,grey,1.0,no,full,Netherlands,4897
1580,X3,2021,2.7,280,petrol,automatic,RWD,37300,9.3,185.0,67726,5,5,suv,white,0.0,no,full,France,3003
5418,5 Series,2017,3.7,288,diesel,automatic,RWD,31965,8.3,181.0,44347,4,5,sedan,black,2.0,yes,full,Spain,4788
9288,1 Series,2024,2.7,275,petrol,,RWD,0,10.1,228.0,32432,3,5,hatchback,white,0.0,no,partial,Spain,4407
6560,X3,2019,2.4,274,hybrid,automatic,RWD,75796,,110.0,52296,5,5,suv,white,1.0,no,partial,Turkey,3532
38,Z4,2014,2.9,249,petrol,automatic,RWD,132593,9.0,188.0,43232,2,2,convertible,black,,no,partial,Germany,1763
6307,3 Series,2011,2.9,249,hybrid,automatic,RWD,251241,5.8,136.0,13842,4,5,sedan,white,4.0,,full,Turkey,1875
4182,7 Series,2021,3.2,306,hybrid,automatic,RWD,40003,5.8,122.0,105391,4,5,sedan,black,1.0,no,full,Spain,1259
388,i7,2023,0.0,516,electric,automatic,RWD,0,0.0,0.0,206875,4,4,sedan,silver,0.0,no,full,UK,4530
7054,3 Series,2014,2.3,263,hybrid,automatic,AWD,113113,5.9,127.0,25506,4,5,sedan,,3.0,yes,partial,UK,2253
3072,3 Series,2024,2.4,238,diesel,automatic,AWD,0,7.1,156.0,43304,4,5,sedan,white,1.0,yes,full,Spain,2781
2645,3 Series,2023,3.1,238,petrol,automatic,RWD,22055,9.3,196.0,46021,4,5,sedan,grey,0.0,no,partial,Germany,3592
3205,3 Series,2019,2.5,235,petrol,automatic,RWD,102217,8.1,178.0,32799,4,5,sedan,black,3.0,yes,full,USA,526
6153,3 Series,2022,3.4,280,diesel,manual,RWD,25479,7.9,174.0,36989,4,5,sedan,black,2.0,yes,partial,Spain,4263
882,i4,2013,0.0,341,electric,automatic,AWD,173436,0.0,0.0,52416,4,5,coupe,grey,2.0,,partial,Turkey,2946
3483,1 Series,2018,1.6,218,hybrid,automatic,FWD,56533,3.9,,19566,3,5,hatchback,black,4.0,yes,full,UK,377
2755,X1,2018,2.1,162,diesel,automatic,FWD,136844,5.8,143.0,22999,5,5,suv,silver,2.0,yes,partial,Turkey,1559
6643,7 Series,2018,0.0,562,electric,automatic,AWD,82320,0.0,0.0,82848,4,4,sedan,white,4.0,yes,full,Italy,3820
6608,X7,2021,3.7,316,diesel,automatic,AWD,52942,8.7,206.0,125619,5,5,suv,blue,1.0,no,full,Italy,1963
7608,1 Series,2009,1.7,217,diesel,automatic,FWD,88712,6.3,141.0,15336,5,5,hatchback,white,3.0,yes,full,Spain,4732
6952,Z4,2007,,256,petrol,automatic,RWD,178820,8.5,170.0,36113,2,2,convertible,black,2.0,no,partial,USA,348
4562,X1,2017,2.0,145,petrol,automatic,FWD,73378,7.4,157.0,29046,5,5,suv,grey,1.0,yes,full,Spain,2434
5550,7 Series,2009,3.5,339,hybrid,automatic,RWD,255967,6.0,113.0,56095,4,4,sedan,black,4.0,no,partial,Spain,2246
8103,X1,2022,2.3,181,diesel,automatic,FWD,12327,6.5,142.0,45905,5,5,suv,white,2.0,no,full,Netherlands,4166
5317,1 Series,2023,2.5,170,diesel,automatic,FWD,0,7.2,167.0,26328,3,4,hatchback,blue,1.0,,full,USA,1709
6218,3 Series,2008,3.1,289,diesel,automatic,RWD,300000,7.9,190.0,11279,4,5,sedan,black,,yes,full,Netherlands,1050
1759,3 Series,2019,3.2,272,hybrid,automatic,AWD,94433,6.3,138.0,34762,4,5,sedan,silver,3.0,no,full,Spain,590
6919,3 Series,2016,2.5,236,hybrid,manual,AWD,109698,5.3,121.0,26400,4,5,sedan,black,1.0,yes,partial,Spain,519
5158,X3,2016,3.3,351,hybrid,automatic,AWD,181503,6.2,125.0,44675,5,5,suv,silver,2.0,yes,full,Netherlands,4752
8450,X7,2021,3.2,265,hybrid,automatic,AWD,46972,5.6,126.0,111700,5,5,suv,red,1.0,yes,full,UK,4308
2761,3 Series,2024,2.4,254,diesel,automatic,AWD,0,7.9,170.0,51113,4,5,sedan,,0.0,no,full,Germany,2477
7889,3 Series,2011,2.5,241,petrol,automatic,AWD,151462,8.9,191.0,22914,4,5,sedan,silver,4.0,no,full,France,1083
5478,3 Series,2014,2.7,236,petrol,manual,AWD,84437,9.5,212.0,30945,4,5,sedan,silver,1.0,no,partial,France,3588
897,1 Series,2021,2.0,193,petrol,automatic,FWD,14015,7.0,153.0,28149,3,5,hatchback,black,1.0,no,partial,Turkey,4778
6461,3 Series,2021,2.3,230,hybrid,automatic,RWD,56798,4.7,96.0,40000,4,5,sedan,black,2.0,no,,France,4509
853,X1,2023,2.3,266,hybrid,automatic,AWD,27796,5.3,105.0,46879,5,5,suv,silver,0.0,no,full,Netherlands,1294
5407,X3,2010,2.4,201,petrol,automatic,AWD,284610,9.0,197.0,21643,5,5,suv,black,4.0,no,full,Turkey,1809
9086,1 Series,2017,2.9,319,diesel,automatic,FWD,117270,8.1,177.0,25304,3,5,hatchback,white,1.0,no,partial,Germany,791
8024,7 Series,2011,3.8,240,petrol,automatic,AWD,208287,9.5,208.0,45863,4,5,sedan,black,5.0,yes,partial,Turkey,792
8867,X3,2006,2.6,290,petrol,automatic,AWD,237569,8.0,183.0,27865,5,5,suv,red,3.0,yes,full,France,4114
2151,X5,2007,3.1,273,hybrid,automatic,AWD,239462,5.6,132.0,37375,5,5,suv,silver,4.0,no,partial,Spain,1855
5956,5 Series,2020,2.3,261,diesel,automatic,RWD,60527,6.9,156.0,48494,4,5,sedan,red,1.0,no,none,UK,4757
18,5 Series,2019,2.6,229,petrol,automatic,RWD,103108,7.8,179.0,49589,4,5,sedan,white,2.0,no,full,France,1980
3086,3 Series,2021,2.8,229,hybrid,,AWD,68490,5.5,119.0,41106,4,5,sedan,white,1.0,no,full,UK,3233
1426,5 Series,2020,4.4,386,diesel,automatic,AWD,36727,10.4,230.0,67527,4,5,sedan,silver,1.0,no,full,Netherlands,3908
6701,3 Series,2017,3.2,279,petrol,manual,RWD,80724,10.1,220.0,37223,4,5,sedan,white,4.0,no,full,France,4984
2642,X7,2005,3.8,268,petrol,automatic,AWD,285985,10.0,217.0,49554,5,5,suv,white,3.0,yes,full,Spain,3328
2192,X5,2011,3.4,290,diesel,automatic,AWD,240120,8.6,191.0,47589,5,5,suv,silver,2.0,yes,full,Italy,1530
8281,5 Series,2012,3.0,271,hybrid,automatic,AWD,188688,5.5,122.0,35920,4,5,sedan,grey,3.0,no,partial,USA,1410
2830,1 Series,2022,1.6,143,hybrid,automatic,RWD,0,3.9,82.0,26398,3,4,hatchback,red,1.0,no,none,UK,4294
809,X5,2018,3.8,286,hybrid,automatic,AWD,43979,6.3,136.0,73103,5,5,suv,silver,3.0,no,partial,USA,4648
3858,1 Series,2007,1.6,127,petrol,manual,RWD,98006,7.0,138.0,9095,5,4,hatchback,grey,2.0,yes,none,UK,83
2493,X1,2023,1.8,220,hybrid,automatic,FWD,34661,5.0,117.0,44429,5,5,suv,black,0.0,no,full,Turkey,868
8472,5 Series,2005,3.9,324,hybrid,automatic,AWD,300000,7.2,146.0,17278,4,5,sedan,black,3.0,yes,none,UK,2350
9897,1 Series,2019,2.6,271,petrol,automatic,RWD,59454,8.8,186.0,31112,5,4,hatchback,blue,2.0,no,full,France,20
9619,5 Series,2020,2.7,290,petrol,automatic,RWD,93184,8.8,204.0,48497,4,5,sedan,white,1.0,no,partial,France,3424
8814,X5,2016,4.3,370,diesel,automatic,AWD,78006,9.0,191.0,68996,5,5,suv,black,3.0,no,partial,Germany,2795
5181,X5,2014,3.9,346,hybrid,automatic,AWD,198265,7.0,146.0,64427,5,5,suv,black,1.0,no,full,Italy,4572
7738,Z4,2020,2.7,270,petrol,,RWD,52784,8.4,166.0,58687,2,2,convertible,red,2.0,yes,full,Netherlands,1562
1411,X7,2018,3.7,311,hybrid,automatic,AWD,115986,6.4,156.0,104105,5,5,suv,blue,1.0,no,full,USA,3093
9721,Z4,2012,2.8,272,petrol,automatic,RWD,242590,8.8,185.0,39974,2,2,convertible,blue,3.0,no,partial,Spain,3155
2359,i3,2019,0.0,172,electric,automatic,RWD,107151,0.0,0.0,41054,5,4,hatchback,blue,2.0,no,none,Germany,973
1196,3 Series,2016,,228,diesel,manual,AWD,119666,6.6,147.0,32923,4,5,sedan,,1.0,no,full,UK,1710
6432,3 Series,2016,2.3,209,hybrid,manual,RWD,61855,4.6,,34497,4,5,sedan,white,2.0,no,,Spain,3201
9467,3 Series,2017,1.8,241,hybrid,automatic,AWD,53199,4.8,116.0,35928,4,5,sedan,black,4.0,no,full,France,4371
4757,X1,2011,1.8,136,petrol,automatic,FWD,130901,8.1,175.0,23487,5,5,suv,black,5.0,no,full,Italy,4819
4542,5 Series,2023,3.3,278,petrol,automatic,RWD,25099,10.4,240.0,65740,4,5,sedan,black,0.0,no,partial,UK,1098
1715,3 Series,2024,3.1,340,petrol,automatic,AWD,5211,8.8,193.0,53116,4,5,sedan,white,0.0,no,full,Spain,4161
3025,X1,2012,2.2,233,petrol,automatic,FWD,257401,9.0,201.0,19079,5,5,suv,white,3.0,no,none,Spain,2844
6350,7 Series,2015,3.5,304,hybrid,automatic,RWD,116687,6.1,140.0,82564,4,5,sedan,silver,1.0,no,partial,Italy,886
1749,X7,2015,4.3,321,hybrid,automatic,AWD,95343,6.9,164.0,87954,5,5,suv,white,2.0,yes,full,Spain,4931
1322,X1,2011,2.4,272,hybrid,automatic,FWD,289724,5.4,119.0,21245,5,5,suv,blue,2.0,yes,full,Netherlands,3678
3627,X1,2012,2.0,204,hybrid,automatic,AWD,244088,5.2,115.0,22602,5,5,suv,black,3.0,no,partial,Netherlands,4580
2496,3 Series,2022,,332,diesel,automatic,AWD,53450,8.9,190.0,48740,4,5,sedan,white,1.0,no,full,UK,3566
7430,X5,2023,3.4,244,diesel,automatic,AWD,1978,9.1,201.0,93416,5,5,suv,grey,0.0,no,full,Germany,4401
4505,X1,2006,1.9,140,diesel,automatic,AWD,245296,6.9,151.0,11131,5,5,suv,red,5.0,yes,partial,France,515
3097,1 Series,2012,2.9,215,diesel,automatic,FWD,300000,7.7,161.0,3346,5,5,hatchback,black,4.0,no,full,France,4620
2772,X1,2015,2.4,230,petrol,automatic,FWD,120538,8.4,180.0,33008,5,5,suv,black,3.0,no,full,Spain,737
4012,3 Series,2007,2.5,227,petrol,manual,RWD,169055,8.3,198.0,13106,4,5,sedan,silver,4.0,yes,partial,France,1453
9878,1 Series,2020,1.6,133,petrol,automatic,RWD,25871,6.6,141.0,21058,3,5,hatchback,black,1.0,no,none,USA,3971
2285,3 Series,2021,,178,hybrid,automatic,RWD,50637,,79.0,33336,4,5,sedan,silver,1.0,yes,full,France,4700
7656,3 Series,2015,1.8,211,hybrid,automatic,RWD,54674,4.9,105.0,30845,4,5,sedan,black,4.0,no,partial,Spain,2506
6667,3 Series,2023,2.9,258,petrol,automatic,AWD,18544,9.3,199.0,39166,4,5,sedan,silver,0.0,no,partial,Spain,2994
5226,X7,2024,3.2,282,hybrid,automatic,AWD,0,5.9,135.0,137716,5,5,suv,blue,1.0,no,,Germany,2126
5198,X5,2016,3.6,273,hybrid,automatic,AWD,154336,6.4,157.0,58232,5,5,suv,blue,3.0,no,full,Turkey,2926
1269,i3,2023,0.0,157,electric,automatic,RWD,22204,0.0,0.0,61597,5,4,hatchback,white,1.0,no,full,Spain,4745
6411,3 Series,2007,3.5,253,diesel,automatic,AWD,197008,8.7,187.0,12129,4,5,sedan,black,4.0,yes,full,Turkey,906
6374,X3,2018,3.4,325,diesel,automatic,AWD,108156,8.8,182.0,44151,5,5,suv,silver,4.0,yes,partial,Turkey,3647
3915,1 Series,2018,1.8,190,hybrid,automatic,FWD,147644,4.3,102.0,15569,5,4,hatchback,black,1.0,yes,partial,Turkey,1030
5236,5 Series,2022,2.7,277,petrol,,RWD,46507,8.5,177.0,58444,4,5,sedan,silver,2.0,no,full,Italy,2507
7632,i3,2016,0.0,153,electric,automatic,RWD,159317,0.0,0.0,34285,5,4,hatchback,white,2.0,no,full,Germany,2428
5765,X1,2023,2.1,193,petrol,automatic,AWD,19975,7.8,163.0,49998,5,5,suv,blue,0.0,no,full,UK,947
4924,X3,2020,3.0,276,hybrid,automatic,AWD,53320,6.0,131.0,63193,5,5,suv,white,0.0,no,full,France,3806
2822,X7,2012,4.0,385,diesel,automatic,AWD,167250,9.3,198.0,77427,5,5,suv,black,,no,partial,Italy,4754
7645,5 Series,2014,3.5,314,petrol,automatic,AWD,183051,9.7,206.0,45533,4,5,sedan,white,3.0,no,full,France,715
1635,5 Series,2012,3.2,284,diesel,automatic,RWD,130725,8.5,197.0,33736,4,5,sedan,red,3.0,yes,partial,Italy,4055
6046,3 Series,2023,2.6,190,diesel,automatic,AWD,22494,6.2,126.0,43372,4,5,sedan,white,0.0,no,full,UK,686
8297,5 Series,2023,4.0,299,diesel,automatic,AWD,9751,9.1,211.0,66690,4,5,sedan,white,0.0,no,partial,Italy,703
8256,1 Series,2019,2.0,210,hybrid,automatic,RWD,142118,4.5,90.0,19779,5,4,hatchback,silver,1.0,yes,partial,Netherlands,3341
6331,X1,2016,1.8,190,diesel,automatic,FWD,143026,6.3,130.0,28358,5,5,suv,silver,,no,partial,Germany,2353
9056,1 Series,2018,2.0,191,hybrid,automatic,RWD,76280,4.9,105.0,23706,5,4,hatchback,blue,1.0,no,full,Turkey,2257
6707,X7,2016,3.9,325,petrol,automatic,AWD,121118,10.6,231.0,102938,5,5,suv,white,1.0,no,full,Italy,3551
8362,i7,2019,0.0,670,electric,automatic,RWD,86961,0.0,0.0,165921,4,4,sedan,silver,2.0,no,partial,Germany,473
2250,X7,2020,4.2,381,hybrid,automatic,AWD,69449,6.7,134.0,118761,5,5,suv,black,1.0,no,full,Italy,21
9876,1 Series,2013,1.8,215,diesel,automatic,FWD,178521,6.1,129.0,12283,3,5,hatchback,blue,4.0,yes,full,USA,2752
7709,X7,2018,3.6,258,hybrid,automatic,AWD,107139,6.2,134.0,94733,5,5,suv,black,3.0,no,full,Germany,885
9131,X5,2005,3.1,239,petrol,automatic,AWD,177007,9.4,201.0,31308,5,5,suv,grey,5.0,yes,full,UK,2448
6562,X1,2020,2.4,230,diesel,automatic,FWD,67954,6.6,129.0,39931,5,5,suv,white,1.0,no,full,Turkey,917
8105,Z4,2009,2.2,243,petrol,automatic,RWD,233905,8.2,171.0,32204,2,2,convertible,black,4.0,no,full,France,3757
5379,3 Series,2013,3.0,300,hybrid,automatic,RWD,217701,5.7,133.0,30733,4,5,sedan,black,3.0,no,full,Spain,3751
7918,X3,2024,2.2,167,petrol,automatic,AWD,0,7.6,148.0,69889,5,5,suv,blue,0.0,no,full,Germany,2239
6886,1 Series,2022,2.5,315,diesel,automatic,FWD,36049,7.4,173.0,30781,3,5,hatchback,red,2.0,no,full,Netherlands,3844
2862,3 Series,2018,1.8,136,petrol,automatic,RWD,83132,7.6,169.0,28429,4,5,sedan,blue,1.0,yes,full,Italy,3395
2868,5 Series,2010,3.6,295,petrol,automatic,AWD,58523,9.8,215.0,44448,4,5,sedan,white,2.0,no,partial,USA,1265
4828,X1,2010,2.0,185,diesel,automatic,FWD,108047,6.2,132.0,25105,5,5,suv,black,3.0,no,partial,Germany,483
6460,3 Series,2008,3.3,297,hybrid,,RWD,296909,6.3,139.0,11818,4,5,sedan,silver,2.0,yes,partial,Italy,4337
3112,1 Series,2012,2.3,228,diesel,manual,RWD,203931,6.8,144.0,13368,3,5,hatchback,white,3.0,no,none,Turkey,2963
5769,X7,2010,3.6,311,diesel,automatic,AWD,205350,8.5,179.0,64811,5,5,suv,silver,4.0,yes,full,Germany,1219
1594,5 Series,2024,2.1,229,petrol,automatic,RWD,6018,7.1,148.0,67492,4,5,sedan,silver,0.0,no,full,Spain,277
3768,X1,2021,1.9,141,hybrid,automatic,FWD,50042,4.8,119.0,33589,5,5,suv,black,1.0,yes,full,Spain,988
1666,X7,2008,3.6,304,diesel,automatic,AWD,300000,8.4,185.0,56880,5,5,suv,black,4.0,no,partial,UK,2084
2998,Z4,2023,2.5,179,petrol,automatic,RWD,39575,8.9,199.0,64067,2,2,convertible,white,0.0,no,full,Spain,1245
1583,7 Series,2007,0.0,424,electric,automatic,RWD,165703,0.0,0.0,47382,4,4,sedan,black,3.0,yes,none,Italy,2382
